Att Set,NUMBER,MODEL NUMBER,PRODUCT NAME,Description,UPC BARCODE NUMBER,Price,DIMENSIONS,Sink Diameter,Sink Length,Sink Width,Sink Height,Back-to-Front,Bowl Depth,Faucet Height,Spout Height,Spout Reach,Center to Center,Unit of measure,Box Size,PACK DEPTH,PACK WIDTH,PACK HEIGHT,GROSS WEIGHT,NET WEIGHT,"Product Status (N=new, O=dsc, A=active)",Product Finish/Color,Product Finish/Color,Size Options,Faucet Holes / Holes Required (#),Other Options (not already listed),Product Materials,Ships Via,Usually Ships In,"Listing, Certificate",ADA Compliant faucet,Disclaimer or Note,Returnable,Minimum Order,product image File,Alt Image 1,Alt Image 2,Alt Image 3,Alt Image 4,Alt Image 5,Alt Image 6,Alt Image 7,Alt Image 8,Alt Image 9,Alt Image 10,Alt Image 11,Alt Image 12,Alt Image 13,Alt Image 14,Alt Image 15,Alt Image 16,Alt Image 17,Alt Image 18,Alt Image 19,Alt Image 20,Alt Image 21,Alt Image 22,Installation Manual's PDF'S,Installation Manual's PDF'S
Bathroom Faucets,BFAU0073,KEF-14801CH,Kraus KEF-14801CH Fantasia Single Lever Basin Faucet Chrome,"<ul>
<li>One must fantasize to have a vision.  At Kraus our vision is to design beyond the boundaries in a pursuit of perfection </li>
<li>Add a touch of elegance to your bathroom with a stylish lavatory faucet from Kraus</li>
<li>Kraus Fantasia single-hole lavatory faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 6.9”</li>
<li>Height of Spout: 4.7""</li>
<li>Reach: 5.4""</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>",846639009539,180,"Faucet height: 6.9 inches  
Spout height: 4.7 inches
Spout reach: 5.4 inches
",n/a,n/a,n/a,n/a,n/a,n/a,6.9,4.7,5.4,n/a,inches,"17"" x 12"" x 10""",17,12,10,8.7,5.6,N,Chrome,Chrome Finish,none,1,none,solid brass ,Fedex/ UPS,24 - 72 Hours,none,Yes,none,Yes,1,kef-14801ch-1.jpg,kef-14801ch-2.jpg,kef-14801ch-3.jpg,,,,,,,,,,,,,,,,,,,,,KEF-14801.pdf,
Bathroom Faucets,BFAU0074,KEF-15001CH,Kraus KEF-15001CH Ventus Single Lever Basin Faucet Chrome,"<ul>
<li>At Kraus, we use various elements of design to impress and make a statement in order to turn your private space into a truly unique one </li>
<li>Add a touch of elegance to your bathroom with a stylish lavatory faucet from Kraus</li>
<li>Kraus Ventus single-hole lavatory faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features  Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 8.1”</li>
<li>Height of Spout: 4.2”</li>
<li>Reach:  4.4”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>",846639009089,130,"Faucet height: 8.1 inches  
Spout height: 4.2 inches
Spout reach: 4.4 inches
",n/a,n/a,n/a,n/a,n/a,n/a,8.1,4.2,4.4,n/a,inches,"15"" x 9"" x 6""",15,9,6,5.1,2.6,N,Chrome,Chrome Finish,none,1,none,solid brass ,Fedex/ UPS,24 - 72 Hours,none,Yes,none,Yes,1,kef-15001ch-1.jpg,kef-15001ch-2.jpg,kef-15001ch-3.jpg,kef-15001ch-4.jpg,kef-15001ch-5.jpg,,,,,,,,,,,,,,,,,,,KEF-15001.pdf,
Bathroom Faucets,BFAU0075,KEF-15101CH,Kraus KEF-15101CH Typhon Single Lever Basin Faucet Chrome,"<ul>
<li>Discover the brilliance of exquisite bathroom décor and enhance your way of living </li>
<li>Add a touch of elegance to your bathroom with a stylish lavatory faucet from Kraus</li>
<li>Kraus Typhon single-hole lavatory faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features high-quality Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 5.5”</li>
<li>Height of Spout: 4.5”</li>
<li>Reach: 5.8""</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>",846639009096,130,"Faucet height: 5.5 inches  
Spout height: 4.5 inches
Spout reach: 5.8 inches
",n/a,n/a,n/a,n/a,n/a,n/a,5.5,4.5,5.8,n/a,inches,"15"" x 9"" x 6""",15,9,6,5.1,2.6,N,Chrome,Chrome Finish,none,1,none,solid brass ,Fedex/ UPS,24 - 72 Hours,none,Yes,none,Yes,1,kef-15101ch-1.jpg,kef-15101ch-2.jpg,kef-15101ch-3.jpg,kef-15101ch-4.jpg,kef-15101ch-5.jpg,kef-15101ch-6.jpg,kef-15101ch-7.jpg,,,,,,,,,,,,,,,,,KEF-15101.pdf,
Bathroom Combos,CCOM0167,C-KCV-142-14301CH,Kraus C-KCV-142-14301CH White Round Ceramic Sink and Unicus Basin Faucet Chrome,"<ul>
<li>Add a touch of elegance to your bathroom with a ceramic sink combo from Kraus</li>
<li>Stylish ceramic sink and Unicus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Ceramic sink boasts a smooth, shiny white exterior and interior</li> 
<li>Bathroom sink will enhance any home improvement remodel</li>
<li>Resistant to stains and easily cleaned and maintained</li>
<li>Smooth non-porous surface, prevents from discoloration and fading</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain with overflow in chrome finish is included</li>
<li>18.5 inches diameter</li> 
<li>Height: 5.5 inches</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Unicus single-hole lavatory faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 6.5”</li>
<li>Height of Spout: 4.9”</li>
<li>Reach: 3.6”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>
",846639010672,230,"Sink 18.5 inches D x 5.5 inches H
Faucet height: 6.5 inches  
Spout height: 4.9 inches
Spout reach: 3.6 inches
",18.5,n/a,n/a,5.5,n/a,5.5,6.5,4.9,3.6,11.8,inches,"30"" x 20"" x 10""",30,20,10,27,25,N,Chrome,White Ceramic/ Chrome Finish,none,2,none,ceramic/solid brass,Fedex/ UPS,24 - 72 Hours,none,Yes,none,Yes,1,c-kcv-142-14301ch-1.jpg,c-kcv-142-14301ch-2.jpg,c-kcv-142-14301ch-3.jpg,c-kcv-142-14301ch-4.jpg,c-kcv-142-14301ch-5.jpg,c-kcv-142-14301ch-6.jpg,c-kcv-142-14301ch-7.jpg,c-kcv-142-14301ch-8.jpg,,,,,,,,,,,,,,,,KCV-142.pdf,KEF-14301.pdf
Bathroom Combos,CCOM0168,C-KCV-150-14301CH,Kraus C-KCV-150-14301CH White Square Ceramic Sink and Unicus Basin Faucet Chrome,"<ul>
<li>Add a touch of elegance to your bathroom with a ceramic sink combo from Kraus</li>
<li>Stylish ceramic sink and Unicus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Ceramic sink boasts a smooth, shiny white exterior and interior</li> 
<li>Bathroom sink will enhance any home improvement remodel</li>
<li>Resistant to stains and easily cleaned and maintained</li>
<li>Smooth non-porous surface, prevents from discoloration and fading</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain with overflow in chrome finish is included</li>
<li>18.6 inches L x 18.6 inches W</li> 
<li>Height: 5.8 inches</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Unicus single-hole lavatory faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 6.5”</li>
<li>Height of Spout: 4.9”</li>
<li>Reach: 3.6”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>
",846639010689,240,"Sink 18.6 inches L x 18.6 inches W x 5.8 inches H
Faucet height: 6.5 inches  
Spout height: 4.9 inches
Spout reach: 3.6 inches
",n/a,18.6,18.6,5.8,18.6,5.8,6.5,4.9,3.6,11.8,inches,"30"" x 20"" x 10""",30,20,10,27,25,N,Chrome,White Ceramic/ Chrome Finish,none,2,none,ceramic/solid brass,Fedex/ UPS,24 - 72 Hours,none,Yes,none,Yes,1,c-kcv-150-14301ch-1.jpg,c-kcv-150-14301ch-2.jpg,c-kcv-150-14301ch-3.jpg,c-kcv-150-14301ch-4.jpg,c-kcv-150-14301ch-5.jpg,c-kcv-150-14301ch-6.jpg,c-kcv-150-14301ch-7.jpg,c-kcv-150-14301ch-8.jpg,,,,,,,,,,,,,,,,KCV-150.pdf,KEF-14301.pdf
Bathroom Combos,CCOM0169,C-KCV-142-14601CH,Kraus C-KCV-142-14601CH White Round Ceramic Sink and Sonus Basin Faucet Chrome,"<ul>
<li>Add a touch of elegance to your bathroom with a ceramic sink combo from Kraus</li>
<li>Stylish ceramic sink and Sonus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Ceramic sink boasts a smooth, shiny white exterior and interior</li> 
<li>Bathroom sink will enhance any home improvement remodel</li>
<li>Resistant to stains and easily cleaned and maintained</li>
<li>Smooth non-porous surface, prevents from discoloration and fading</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain with overflow in chrome finish is included</li>
<li>18.5 inches diameter</li> 
<li>Height: 5.5 inches</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Sonus single-hole lavatory faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features  Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Faucet height: 5.7"" (with lever up 7.6"")</li>
<li>Height of Spout: 4.8”</li>
<li>Reach:  4.6”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>
",846639010696,220,"Sink 18.5 inches D x 5.5 inches H
Faucet height: 5.7 inches (with lever up 7.6 inches)  
Spout height: 4.8 inches
Spout reach: 4.6 inches
",18.5,n/a,n/a,5.5,n/a,5.5,5.7,4.8,4.6,11.8,inches,"30"" x 20"" x 10""",30,20,10,27,25,N,Chrome,White Ceramic/ Chrome Finish,none,2,none,ceramic/solid brass,Fedex/ UPS,24 - 72 Hours,none,Yes,none,Yes,1,c-kcv-142-14601ch-1.jpg,c-kcv-142-14601ch-2.jpg,c-kcv-142-14601ch-3.jpg,c-kcv-142-14601ch-4.jpg,c-kcv-142-14601ch-5.jpg,c-kcv-142-14601ch-6.jpg,c-kcv-142-14601ch-7.jpg,c-kcv-142-14601ch-8.jpg,,,,,,,,,,,,,,,,KCV-142.pdf,KEF-14601.pdf
Bathroom Combos,CCOM0170,C-KCV-150-14601CH,Kraus C-KCV-150-14601CH White Square Ceramic Sink and Sonus Basin Faucet Chrome,"<ul>
<li>Add a touch of elegance to your bathroom with a ceramic sink combo from Kraus</li>
<li>Stylish ceramic sink and Sonus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Ceramic sink boasts a smooth, shiny white exterior and interior</li> 
<li>Bathroom sink will enhance any home improvement remodel</li>
<li>Resistant to stains and easily cleaned and maintained</li>
<li>Smooth non-porous surface, prevents from discoloration and fading</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain with overflow in chrome finish is included</li>
<li>18.6 inches L x 18.6 inches W</li> 
<li>Height: 5.8 inches</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Sonus single-hole lavatory faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features  Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Faucet height: 5.7"" (with lever up 7.6"")</li>
<li>Height of Spout: 4.8”</li>
<li>Reach:  4.6”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>
",846639010702,230,"Sink 18.6 inches L x 18.6 inches W x 5.8 inches H
Faucet height: 5.7 inches (with lever up 7.6 inches)   
Spout height: 4.8 inches
Spout reach: 4.6 inches
",n/a,18.6,18.6,5.8,18.6,5.8,5.7,4.8,4.6,11.8,inches,"30"" x 20"" x 10""",30,20,10,27,25,N,Chrome,White Ceramic/ Chrome Finish,none,2,none,ceramic/solid brass,Fedex/ UPS,24 - 72 Hours,none,Yes,none,Yes,1,c-kcv-150-14601ch-1.jpg,c-kcv-150-14601ch-2.jpg,c-kcv-150-14601ch-3.jpg,c-kcv-150-14601ch-4.jpg,c-kcv-150-14601ch-5.jpg,c-kcv-150-14601ch-6.jpg,c-kcv-150-14601ch-7.jpg,,,,,,,,,,,,,,,,,KCV-150.pdf,KEF-14601.pdf
Bathroom Combos,CCOM0171,C-KCV-142-14701CH,Kraus C-KCV-142-14701CH White Round Ceramic Sink and Illusio Basin Faucet Chrome,"<ul>
<li>Add a touch of elegance to your bathroom with a ceramic sink combo from Kraus</li>
<li>Stylish ceramic sink and Illusio vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Ceramic sink boasts a smooth, shiny white exterior and interior</li> 
<li>Bathroom sink will enhance any home improvement remodel</li>
<li>Resistant to stains and easily cleaned and maintained</li>
<li>Smooth non-porous surface, prevents from discoloration and fading</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain with overflow in chrome finish is included</li>
<li>18.5 inches diameter</li> 
<li>Height: 5.5 inches</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Illusio single-hole lavatory faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 7”</li>
<li>Height of Spout: 6”</li>
<li>Reach:  4.3”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>
",846639010719,230,"Sink 18.5 inches D x 5.5 inches H
Faucet height: 7 inches  
Spout height: 6 inches
Spout reach: 4.3 inches
",18.5,n/a,n/a,5.5,n/a,5.5,7,6,4.3,11.8,inches,"30"" x 20"" x 10""",30,20,10,27,25,N,Chrome,White Ceramic/ Chrome Finish,none,2,none,ceramic/solid brass,Fedex/ UPS,24 - 72 Hours,none,Yes,none,Yes,1,c-kcv-142-14701ch-1.jpg,c-kcv-142-14701ch-2.jpg,c-kcv-142-14701ch-3.jpg,c-kcv-142-14701ch-4.jpg,c-kcv-142-14701ch-5.jpg,c-kcv-142-14701ch-6.jpg,c-kcv-142-14701ch-7.jpg,c-kcv-142-14701ch-8.jpg,c-kcv-142-14701ch-9.jpg,c-kcv-142-14701ch-10.jpg,,,,,,,,,,,,,,KCV-142.pdf,KEF-14701.pdf
Bathroom Combos,CCOM0172,C-KCV-150-14701CH,Kraus C-KCV-150-14701CH White Square Ceramic Sink and Illusio Basin Faucet Chrome,"<ul>
<li>Add a touch of elegance to your bathroom with a ceramic sink combo from Kraus</li>
<li>Stylish ceramic sink and Illusio vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Ceramic sink boasts a smooth, shiny white exterior and interior</li> 
<li>Bathroom sink will enhance any home improvement remodel</li>
<li>Resistant to stains and easily cleaned and maintained</li>
<li>Smooth non-porous surface, prevents from discoloration and fading</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain with overflow in chrome finish is included</li>
<li>18.6 inches L x 18.6 inches W</li> 
<li>Height: 5.8 inches</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Illusio single-hole lavatory faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 7”</li>
<li>Height of Spout: 6”</li>
<li>Reach:  4.3”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>
",846639010726,240,"Sink 18.6 inches L x 18.6 inches W x 5.8 inches H
Faucet height: 7 inches  
Spout height: 6 inches
Spout reach: 4.3 inches",n/a,18.6,18.6,5.8,18.6,5.8,7,6,4.3,11.8,inches,"30"" x 20"" x 10""",30,20,10,27,25,N,Chrome,White Ceramic/ Chrome Finish,none,2,none,ceramic/solid brass,Fedex/ UPS,24 - 72 Hours,none,Yes,none,Yes,1,c-kcv-150-14701ch-1.jpg,c-kcv-150-14701ch-2.jpg,c-kcv-150-14701ch-3.jpg,c-kcv-150-14701ch-4.jpg,c-kcv-150-14701ch-5.jpg,c-kcv-150-14701ch-6.jpg,c-kcv-150-14701ch-7.jpg,c-kcv-150-14701ch-8.jpg,c-kcv-150-14701ch-9.jpg,c-kcv-150-14701ch-10.jpg,,,,,,,,,,,,,,KCV-150.pdf,KEF-14701.pdf
Bathroom Combos,CCOM0175,C-KCV-142-15001CH,Kraus C-KCV-142-15001CH White Round Ceramic Sink and Ventus Basin Faucet Chrome,"<ul>
<li>Add a touch of elegance to your bathroom with a ceramic sink combo from Kraus</li>
<li>Stylish ceramic sink and Ventus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Ceramic sink boasts a smooth, shiny white exterior and interior</li> 
<li>Bathroom sink will enhance any home improvement remodel</li>
<li>Resistant to stains and easily cleaned and maintained</li>
<li>Smooth non-porous surface, prevents from discoloration and fading</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain with overflow in chrome finish is included</li>
<li>18.5 inches diameter</li> 
<li>Height: 5.5 inches</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Ventus single-hole lavatory faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features  Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 8.1”</li>
<li>Height of Spout: 4.2”</li>
<li>Reach:  4.4”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>
",846639010757,220,"Sink 18.5 inches D x 5.5 inches H
Faucet height: 8.1 inches  
Spout height: 4.2 inches
Spout reach: 4.4 inches",18.5,n/a,n/a,5.5,n/a,5.5,8.1,4.2,4.4,11.8,inches,"30"" x 20"" x 10""",30,20,10,27,25,N,Chrome,White Ceramic/ Chrome Finish,none,2,none,ceramic/solid brass,Fedex/ UPS,24 - 72 Hours,none,Yes,none,Yes,1,c-kcv-142-15001ch-1.jpg,c-kcv-142-15001ch-2.jpg,c-kcv-142-15001ch-3.jpg,c-kcv-142-15001ch-4.jpg,c-kcv-142-15001ch-5.jpg,c-kcv-142-15001ch-6.jpg,c-kcv-142-15001ch-7.jpg,,,,,,,,,,,,,,,,,KCV-142.pdf,KEF-15001.pdf
Bathroom Combos,CCOM0176,C-KCV-150-15001CH,Kraus C-KCV-150-15001CH White Square Ceramic Sink and Ventus Basin Faucet Chrome,"<ul>
<li>Add a touch of elegance to your bathroom with a ceramic sink combo from Kraus</li>
<li>Stylish ceramic sink and Ventus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Ceramic sink boasts a smooth, shiny white exterior and interior</li> 
<li>Bathroom sink will enhance any home improvement remodel</li>
<li>Resistant to stains and easily cleaned and maintained</li>
<li>Smooth non-porous surface, prevents from discoloration and fading</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain with overflow in chrome finish is included</li>
<li>18.6 inches L x 18.6 inches W</li> 
<li>Height: 5.8 inches</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Ventus single-hole lavatory faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features  Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 8.1”</li>
<li>Height of Spout: 4.2”</li>
<li>Reach:  4.4”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>
",846639010764,230,"Sink 18.6 inches L x 18.6 inches W x 5.8 inches H
Faucet height: 8.1 inches  
Spout height: 4.2 inches
Spout reach: 4.4 inches",n/a,18.6,18.6,5.8,18.6,5.8,8.1,4.2,4.4,11.8,inches,"30"" x 20"" x 10""",30,20,10,27,25,N,Chrome,White Ceramic/ Chrome Finish,none,2,none,ceramic/solid brass,Fedex/ UPS,24 - 72 Hours,none,Yes,none,Yes,1,c-kcv-150-15001ch-1.jpg,c-kcv-150-15001ch-2.jpg,c-kcv-150-15001ch-3.jpg,c-kcv-150-15001ch-4.jpg,c-kcv-150-15001ch-5.jpg,c-kcv-150-15001ch-6.jpg,c-kcv-150-15001ch-7.jpg,c-kcv-150-15001ch-8.jpg,c-kcv-150-15001ch-9.jpg,,,,,,,,,,,,,,,KCV-150.pdf,KEF-15001.pdf
Bathroom Combos,CCOM0177,C-KCV-142-15101CH,Kraus C-KCV-142-15101CH White Round Ceramic Sink and Typhon Basin Faucet Chrome,"<ul>
<li>Add a touch of elegance to your bathroom with a ceramic sink combo from Kraus</li>
<li>Stylish ceramic sink and Typhon vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Ceramic sink boasts a smooth, shiny white exterior and interior</li> 
<li>Bathroom sink will enhance any home improvement remodel</li>
<li>Resistant to stains and easily cleaned and maintained</li>
<li>Smooth non-porous surface, prevents from discoloration and fading</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain with overflow in chrome finish is included</li>
<li>18.5 inches diameter</li> 
<li>Height: 5.5 inches</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Typhon single-hole lavatory faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features high-quality Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 5.5”</li>
<li>Height of Spout: 4.5”</li>
<li>Reach: 5.8""</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>
",846639010771,220,"Sink 18.5 inches D x 5.5 inches H
Faucet height: 5.5 inches  
Spout height: 4.5 inches
Spout reach: 5.8 inches
",18.5,n/a,n/a,5.5,n/a,5.5,5.5,4.5,5.8,11.8,inches,"30"" x 20"" x 10""",30,20,10,27,25,N,Chrome,White Ceramic/ Chrome Finish,none,2,none,ceramic/solid brass,Fedex/ UPS,24 - 72 Hours,none,Yes,none,Yes,1,c-kcv-142-15101ch-1.jpg,c-kcv-142-15101ch-2.jpg,c-kcv-142-15101ch-3.jpg,c-kcv-142-15101ch-4.jpg,c-kcv-142-15101ch-5.jpg,c-kcv-142-15101ch-6.jpg,c-kcv-142-15101ch-7.jpg,c-kcv-142-15101ch-8.jpg,c-kcv-142-15101ch-9.jpg,c-kcv-142-15101ch-10.jpg,c-kcv-142-15101ch-11.jpg,,,,,,,,,,,,,KCV-142.pdf,KEF-15101.pdf
